datetime,temp,dew,humidity,precip,preciptype,snow,windspeed,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,conditions,description,icon,,holidays
5/2/2023,11.9,4.8,62.2,0,nothing,0,27.4,15.9,72.9,6.4,4,10,2023-05-02T06:09:23,2023-05-02T20:01:34,Overcast,Cloudy skies throughout the day.,cloudy,,workday
5/3/2023,11,2.8,58.2,0.267,rain,0,28.5,16,92.3,7.9,4,10,2023-05-03T06:08:12,2023-05-03T20:02:31,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,,workday
5/4/2023,12.7,4.9,60.1,0,nothing,0,21.6,16,114.4,9.9,5,10,2023-05-04T06:07:03,2023-05-04T20:03:28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/5/2023,15,6.6,60.4,0,nothing,0,19.5,16,163,14.2,8,10,2023-05-05T06:05:55,2023-05-05T20:04:26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
5/6/2023,16.7,7.8,58.8,0,nothing,0,14,16,238.6,20.7,9,10,2023-05-06T06:04:49,2023-05-06T20:05:23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
5/7/2023,17.3,13.2,77.2,0.504,rain,0,15.8,16,118.7,10.3,6,10,2023-05-07T06:03:44,2023-05-07T20:06:20,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
5/8/2023,21.5,15.2,71.4,0.058,rain,0,20.2,13.8,194.5,16.8,8,10,2023-05-08T06:02:40,2023-05-08T20:07:16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
5/9/2023,17.7,11.3,67,2.615,rain,0,16.1,15.9,96.8,8.5,4,10,2023-05-09T06:01:37,2023-05-09T20:08:12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
5/10/2023,16.3,7.3,58.3,0,nothing,0,12.6,16,205.5,17.7,8,10,2023-05-10T06:00:36,2023-05-10T20:09:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/11/2023,18.5,12.3,68.8,0,nothing,0,20.3,16,216.4,18.8,8,10,2023-05-11T05:59:36,2023-05-11T20:10:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/12/2023,21.8,15.8,70.7,0,nothing,0,19.6,16,211.7,18.3,8,10,2023-05-12T05:58:38,2023-05-12T20:11:00,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/13/2023,20.4,17.4,83.7,2.28,rain,0,23,15.1,51.6,4.5,2,10,2023-05-13T05:57:41,2023-05-13T20:11:55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
5/14/2023,20.2,9.5,55.3,0,nothing,0,19.4,15.9,221,19.1,9,10,2023-05-14T05:56:45,2023-05-14T20:12:50,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
5/15/2023,18.2,5.1,42.6,0,nothing,0,21.9,16,233.5,20.2,9,10,2023-05-15T05:55:52,2023-05-15T20:13:44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
5/16/2023,19.9,13.6,67.9,0,nothing,0,24.6,16,146.3,12.7,9,10,2023-05-16T05:54:59,2023-05-16T20:14:38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/17/2023,20.2,9,50,0,nothing,0,30.9,16,200.5,17.2,8,10,2023-05-17T05:54:09,2023-05-17T20:15:31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
5/18/2023,15.7,3.8,45.2,0,nothing,0,21.4,16,208.5,17.8,9,10,2023-05-18T05:53:19,2023-05-18T20:16:24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
5/19/2023,18.1,10.9,64.9,0,nothing,0,25.1,16,184.9,16,8,10,2023-05-19T05:52:32,2023-05-19T20:17:17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/20/2023,19.4,14.9,76.9,3.85,rain,0,26.5,15.4,214.4,18.6,8,10,2023-05-20T05:51:46,2023-05-20T20:18:08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
5/21/2023,20.2,10.4,56.4,0.561,rain,0,25.3,16,223.1,19.2,8,10,2023-05-21T05:51:02,2023-05-21T20:19:00,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
5/22/2023,21.3,10.7,53.7,0,nothing,0,17.5,16,198.9,17.2,8,10,2023-05-22T05:50:19,2023-05-22T20:19:50,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/23/2023,19.5,10.9,59.5,0,nothing,0,20.3,15.7,181.8,15.7,6,10,2023-05-23T05:49:39,2023-05-23T20:20:40,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/24/2023,19.9,9.6,53.5,0,nothing,0,17.2,16,211.3,18.2,8,10,2023-05-24T05:49:00,2023-05-24T20:21:29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/25/2023,18.6,6.1,45.8,0,nothing,0,31.9,16,238.4,20.6,9,10,2023-05-25T05:48:22,2023-05-25T20:22:17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
5/26/2023,18.3,7.1,51.2,0,nothing,0,21.1,16,232,20.1,9,10,2023-05-26T05:47:47,2023-05-26T20:23:05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/27/2023,19,6.1,45.6,0,nothing,0,23.2,16,234.4,20.4,9,10,2023-05-27T05:47:13,2023-05-27T20:23:52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
5/28/2023,19,11,60,0.278,rain,0,18.1,15.6,136.8,12,5,10,2023-05-28T05:46:41,2023-05-28T20:24:37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,,workday
5/29/2023,19.8,16.6,82.4,18.596,rain,0,27.7,14.4,71.7,6.3,3,30,2023-05-29T05:46:11,2023-05-29T20:25:22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,holidays
5/30/2023,18.8,13.1,71.1,3.036,rain,0,23.1,15.7,213.3,18.4,9,10,2023-05-30T05:45:43,2023-05-30T20:26:06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
5/31/2023,19,9.9,58.8,0,nothing,0,14.1,15.1,262.5,22.7,9,10,2023-05-31T05:45:16,2023-05-31T20:26:49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/1/2023,22.2,14.1,62.9,0,nothing,0,17.8,14.2,236.3,20.4,9,10,2023-06-01T05:44:51,2023-06-01T20:27:31,Clear,Clear conditions throughout the day.,clear-day,,workday
6/2/2023,25.3,15.4,58.6,0,nothing,0,15.4,13.4,227.1,19.7,9,10,2023-06-02T05:44:28,2023-06-02T20:28:12,Clear,Clear conditions throughout the day.,clear-day,,workday
6/3/2023,24.1,16.8,64.7,0,nothing,0,27.9,16,198,16.9,8,30,2023-06-03T05:44:07,2023-06-03T20:28:51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/4/2023,19.2,11.7,62.6,0,nothing,0,21.1,16,166,14.3,9,10,2023-06-04T05:43:48,2023-06-04T20:29:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/5/2023,20.8,10.7,57,0,nothing,0,20.9,16,221.3,19.1,9,10,2023-06-05T05:43:31,2023-06-05T20:30:07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/6/2023,22.5,8.3,41.7,0,nothing,0,25.6,13.2,191.4,16.5,7,10,2023-06-06T05:43:16,2023-06-06T20:30:43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/7/2023,22.2,8.1,41.8,0,nothing,0,25,7.4,207.7,18,7,10,2023-06-07T05:43:02,2023-06-07T20:31:18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
6/8/2023,20.4,8.3,48.4,0,nothing,0,21.8,4.8,197.9,17.1,7,10,2023-06-08T05:42:51,2023-06-08T20:31:52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/9/2023,20.2,8.2,46.9,0,nothing,0,24,15.8,155.4,13.4,6,10,2023-06-09T05:42:41,2023-06-09T20:32:24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/10/2023,22.9,9.7,46.5,0,nothing,0,22.9,16,232.1,19.9,9,10,2023-06-10T05:42:33,2023-06-10T20:32:55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
6/11/2023,25.1,14.5,53.9,0,nothing,0,24.1,15.5,205.8,17.6,8,10,2023-06-11T05:42:27,2023-06-11T20:33:24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/12/2023,23.7,17.6,68.8,5.463,rain,0,25.1,15.5,82.2,6.9,2,30,2023-06-12T05:42:23,2023-06-12T20:33:52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
6/13/2023,22,11.5,53.6,0,nothing,0,20,16,189,16.3,8,10,2023-06-13T05:42:20,2023-06-13T20:34:18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/14/2023,22.2,11.6,53.5,0,nothing,0,37.6,15.7,160.6,13.8,8,10,2023-06-14T05:42:20,2023-06-14T20:34:43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/15/2023,23,9.1,43.3,0,nothing,0,21.6,15.9,227.4,19.4,9,10,2023-06-15T05:42:21,2023-06-15T20:35:06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/16/2023,22.7,14.8,62.2,0.035,rain,0,37.3,15,162.1,14,7,10,2023-06-16T05:42:24,2023-06-16T20:35:28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
6/17/2023,23.3,11.8,51.7,0,nothing,0,32.3,13.2,215.4,18.4,8,10,2023-06-17T05:42:29,2023-06-17T20:35:48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/18/2023,24.5,9.5,41.4,0,nothing,0,17.8,13.2,235.3,20.3,9,10,2023-06-18T05:42:35,2023-06-18T20:36:06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/19/2023,25.2,16.5,59.9,0.011,rain,0,23.4,11.9,151.5,13.1,8,10,2023-06-19T05:42:44,2023-06-19T20:36:23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,holidays
6/20/2023,24.2,18.1,69.2,0.011,rain,0,30,13.2,107.1,9.2,4,10,2023-06-20T05:42:54,2023-06-20T20:36:38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
6/21/2023,18.9,16.3,85,10.616,rain,0,38.9,12.9,43,3.8,2,10,2023-06-21T05:43:06,2023-06-21T20:36:51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
6/22/2023,18.1,16.6,91.2,1.278,rain,0,23.6,10.5,54.3,4.7,2,10,2023-06-22T05:43:19,2023-06-22T20:37:02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,,workday
6/23/2023,21.9,20.4,91.4,6.159,rain,0,14.9,11.5,66,5.6,3,30,2023-06-23T05:43:34,2023-06-23T20:37:12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
6/24/2023,25.3,20.4,76.6,0.299,rain,0,16.4,15.7,190.5,16.4,8,30,2023-06-24T05:43:51,2023-06-24T20:37:20,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
6/25/2023,27,18.9,63.1,0,nothing,0,21,16,224,19.3,9,30,2023-06-25T05:44:10,2023-06-25T20:37:26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
6/26/2023,27.1,20.9,70,0,nothing,0,23.2,15.6,142.3,12.2,6,30,2023-06-26T05:44:30,2023-06-26T20:37:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/27/2023,23.4,18.6,75.1,19.155,rain,0,26.4,15.7,132.7,11.3,7,30,2023-06-27T05:44:51,2023-06-27T20:37:33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
6/28/2023,23.7,16.4,64.8,0,nothing,0,25.2,10.7,158.8,13.5,6,10,2023-06-28T05:45:14,2023-06-28T20:37:33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/29/2023,24.3,15,58.3,0,nothing,0,15.8,6,216.9,18.6,8,10,2023-06-29T05:45:39,2023-06-29T20:37:32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
6/30/2023,24.5,19.8,75.9,10.846,rain,0,24,8.5,126.8,11,6,10,2023-06-30T05:46:05,2023-06-30T20:37:29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
7/1/2023,25.1,21.1,79.2,6.291,rain,0,20.2,10.4,128.7,11.2,4,30,2023-07-01T05:46:32,2023-07-01T20:37:24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/2/2023,27,23,79.8,0.446,rain,0,20.2,15.1,143.1,12.4,5,60,2023-07-02T05:47:01,2023-07-02T20:37:17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
7/3/2023,27.9,22.1,71.3,0.288,rain,0,24.9,16,196.8,17.1,9,30,2023-07-03T05:47:31,2023-07-03T20:37:08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/4/2023,27.7,21.1,69.7,20.227,rain,0,21.6,15.5,219,19,10,60,2023-07-04T05:48:03,2023-07-04T20:36:57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,holidays
7/5/2023,28.2,21.5,67.7,0,nothing,0,24.4,15,127.3,11,9,30,2023-07-05T05:48:35,2023-07-05T20:36:44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/6/2023,27.6,22.4,74.6,3.792,rain,0,21.8,15.4,150.1,13,10,30,2023-07-06T05:49:09,2023-07-06T20:36:30,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,,workday
7/7/2023,26.9,22.6,77.8,17.779,rain,0,17.2,15,179.3,15.6,9,30,2023-07-07T05:49:45,2023-07-07T20:36:13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,,workday
7/8/2023,27.1,22.6,77.2,10.992,rain,0,31.2,15.4,179.3,15.3,8,60,2023-07-08T05:50:21,2023-07-08T20:35:55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
7/9/2023,25.3,21.7,81.2,3.215,rain,0,22.7,15.6,111,9.5,5,60,2023-07-09T05:50:58,2023-07-09T20:35:34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,workday
7/10/2023,25.9,18.2,64.5,0,nothing,0,20.4,16,216.3,18.7,9,10,2023-07-10T05:51:37,2023-07-10T20:35:12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/11/2023,27.2,15.5,50.6,0,nothing,0,16,16,241.2,20.9,10,10,2023-07-11T05:52:17,2023-07-11T20:34:48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/12/2023,27.9,17.8,55.8,0,nothing,0,19.6,15.9,228.1,19.6,9,10,2023-07-12T05:52:57,2023-07-12T20:34:22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
7/13/2023,29,20.6,61.7,0,nothing,0,28.1,15.9,231.5,20.1,10,30,2023-07-13T05:53:39,2023-07-13T20:33:54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/14/2023,27.1,20.1,66.1,31.247,rain,0,23.5,15.8,176.6,15.3,10,30,2023-07-14T05:54:21,2023-07-14T20:33:25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/15/2023,26.5,23.1,82.3,0.323,rain,0,31,15.2,161.7,14,9,60,2023-07-15T05:55:04,2023-07-15T20:32:53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/16/2023,26.5,23,82,3.587,rain,0,10.8,15.7,121,10.4,8,60,2023-07-16T05:55:49,2023-07-16T20:32:20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
7/17/2023,27.6,20.5,66.7,0,nothing,0,21,11.2,191.8,16.7,7,30,2023-07-17T05:56:34,2023-07-17T20:31:44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/18/2023,27.8,19.2,61.3,0,nothing,0,17.6,12.7,227.8,19.6,8,10,2023-07-18T05:57:19,2023-07-18T20:31:07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,workday
7/19/2023,26.5,21.5,74.7,12.244,rain,0,15.4,14.9,202.9,17.4,9,60,2023-07-19T05:58:06,2023-07-19T20:30:29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
7/20/2023,27.5,20.6,67.4,0,nothing,0,17.4,14.3,190,16.4,9,60,2023-07-20T05:58:53,2023-07-20T20:29:48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
7/21/2023,26.3,19.3,67.5,9.595,rain,0,41.4,15.4,152,13.2,9,30,2023-07-21T05:59:41,2023-07-21T20:29:06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
7/22/2023,25.6,16.2,57.3,0,nothing,0,19.1,16,177.1,15.3,8,10,2023-07-22T06:00:29,2023-07-22T20:28:22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/23/2023,26,18.2,63.5,0,nothing,0,20.3,16,187.9,16.1,9,10,2023-07-23T06:01:18,2023-07-23T20:27:36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/24/2023,26.1,20.7,72.9,1.159,rain,0,18.3,16,168.8,14.7,8,30,2023-07-24T06:02:07,2023-07-24T20:26:48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,workday
7/25/2023,26.4,21.7,76.6,0.063,rain,0,15.9,15.9,221.5,19.3,9,30,2023-07-25T06:02:57,2023-07-25T20:25:59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/26/2023,26.3,20.9,73.5,0,nothing,0,23,15.7,217,18.8,9,30,2023-07-26T06:03:48,2023-07-26T20:25:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/27/2023,29.3,22.9,70.4,0.143,rain,0,30.1,15.6,134.5,11.7,8,60,2023-07-27T06:04:39,2023-07-27T20:24:16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/28/2023,29.9,23.2,68.4,2.362,rain,0,24.5,15.7,207.5,17.9,9,60,2023-07-28T06:05:30,2023-07-28T20:23:22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/29/2023,27.6,21.8,72.1,12.091,rain,0,47,16,201.2,17.6,9,60,2023-07-29T06:06:22,2023-07-29T20:22:27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
7/30/2023,26.2,16.4,56.4,0,nothing,0,21.5,16,224.4,19.2,9,10,2023-07-30T06:07:14,2023-07-30T20:21:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
7/31/2023,25.2,16.8,62.7,9.369,rain,0,21.8,15.6,213.3,18.5,10,10,2023-07-31T06:08:06,2023-07-31T20:20:31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
8/1/2023,23.4,14.4,57.8,0,nothing,0,20,16,178.9,15.4,6,10,2023-08-01T06:08:59,2023-08-01T20:19:31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/2/2023,23.7,15,60.1,0,nothing,0,17.8,15.9,215.7,18.7,8,10,2023-08-02T06:09:52,2023-08-02T20:18:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/3/2023,22.3,16.9,72.4,1.108,rain,0,36.1,15,109,9.4,8,10,2023-08-03T06:10:45,2023-08-03T20:17:27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
8/4/2023,22.7,19.1,80.8,0.91,rain,0,30.6,13.7,93.4,8.1,4,10,2023-08-04T06:11:38,2023-08-04T20:16:22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,workday
8/5/2023,25.6,20.1,73.7,0,nothing,0,14,15.8,200.5,17.3,9,10,2023-08-05T06:12:32,2023-08-05T20:15:17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/6/2023,25.8,21.5,78.6,12.002,rain,0,23.3,14.6,184.5,15.9,8,10,2023-08-06T06:13:25,2023-08-06T20:14:10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
8/7/2023,25.5,22.4,83.6,9.191,rain,0,56,15.5,137.3,11.8,9,60,2023-08-07T06:14:19,2023-08-07T20:13:01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
8/8/2023,25.6,17,62.3,12.568,rain,0,37.9,15.5,158.5,13.9,7,10,2023-08-08T06:15:13,2023-08-08T20:11:52,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,,workday
8/9/2023,26,16.8,57,0,nothing,0,21.4,16,157.5,13.5,9,10,2023-08-09T06:16:07,2023-08-09T20:10:41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
8/10/2023,25.4,20.7,75.5,2.554,rain,0,24.2,15.4,102.3,8.9,6,30,2023-08-10T06:17:01,2023-08-10T20:09:29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
8/11/2023,26,18.2,63.5,0,nothing,0,14.6,15.9,164.3,14.2,7,10,2023-08-11T06:17:55,2023-08-11T20:08:15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/12/2023,27.3,21.1,70.2,0,nothing,0,24.5,16,165.6,14.3,9,30,2023-08-12T06:18:50,2023-08-12T20:07:01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/13/2023,28.8,19.9,60.4,0,nothing,0,26.2,16,198.7,17.2,9,10,2023-08-13T06:19:44,2023-08-13T20:05:45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/14/2023,26.8,21.4,73.7,11.513,rain,0,21.4,15.4,113.9,9.7,5,30,2023-08-14T06:20:38,2023-08-14T20:04:29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
8/15/2023,26.8,23,79.8,9.841,rain,0,19.8,15,87,7.5,8,30,2023-08-15T06:21:32,2023-08-15T20:03:11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
8/16/2023,26.1,17.5,60.1,0.022,rain,0,19,16,217.2,18.8,9,10,2023-08-16T06:22:27,2023-08-16T20:01:52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,,workday
8/17/2023,26.9,20.7,70,0,nothing,0,20.4,16,166.5,14.2,9,30,2023-08-17T06:23:21,2023-08-17T20:00:32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/18/2023,25.7,16.4,59.8,0.022,rain,0,25.7,15.9,200.3,17.3,9,30,2023-08-18T06:24:15,2023-08-18T19:59:11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
8/19/2023,23,11.5,49.8,0,nothing,0,17.6,16,211.6,18.4,9,10,2023-08-19T06:25:10,2023-08-19T19:57:50,Clear,Clear conditions throughout the day.,clear-day,,workday
8/20/2023,24.9,17.2,63.9,0,nothing,0,19.6,16,217.9,19,8,10,2023-08-20T06:26:04,2023-08-20T19:56:27,Clear,Clear conditions throughout the day.,clear-day,,workday
8/21/2023,27.7,20.3,66.5,0,nothing,0,17.4,15.9,177.6,15.5,9,10,2023-08-21T06:26:58,2023-08-21T19:55:03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/22/2023,25.8,16,57.4,0,nothing,0,25.4,15.7,224.1,19.3,8,10,2023-08-22T06:27:52,2023-08-22T19:53:39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/23/2023,23.2,14.3,59.1,0,nothing,0,21.2,16,203.2,17.6,9,10,2023-08-23T06:28:46,2023-08-23T19:52:14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,workday
8/24/2023,24,17.3,66,0,nothing,0,22.8,16,126,10.9,8,10,2023-08-24T06:29:40,2023-08-24T19:50:48,Overcast,Cloudy skies throughout the day.,cloudy,,workday
8/25/2023,27,21.3,72.2,11.287,rain,0,28.5,15.7,188.7,16.5,9,30,2023-08-25T06:30:34,2023-08-25T19:49:21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,workday
8/26/2023,28.1,21.7,70,0.022,rain,0,23.6,15.9,203.1,17.6,9,30,2023-08-26T06:31:28,2023-08-26T19:47:53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,workday
8/27/2023,27,19,62.2,0,nothing,0,22.8,16,122.1,10.7,6,10,2023-08-27T06:32:22,2023-08-27T19:46:25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,workday
8/28/2023,24.3,20.7,80.4,0.284,rain,0,17.3,16,61.1,5.4,2,10,2023-08-28T06:33:16,2023-08-28T19:44:56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,workday
8/29/2023,24.6,21.6,83.7,0.128,rain,0,22.2,15,69.8,5.9,3,10,2023-08-29T06:34:10,2023-08-29T19:43:27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,,workday
